물품대분류,상품명,물품판매량,제품단가
FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타올 45매 X 4롤,86,13674
FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타월 45매 X 4롤,445,13645
FMC,스카트 항균 프레쉬블루 빨아쓰는 행주타월 45매 X 4롤 (EA),87,12000
FMC,스카트 항균 프레쉬블루 행주타올 45매 X 4롤,247,13992
FMC,크리넥스 3겹 데코앤소프트 27m 30롤,799,23237
FMC,크리넥스 3겹 데코앤소프트 27m 30롤 X 2,196,42846
FMC,크리넥스 3겹 데코앤소프트 와이드 35m 12롤,201,14453
FMC,크리넥스 3겹 수프림 소프트 27m 12롤,384,13404
FMC,크리넥스 3겹 수프림 소프트 30m 30롤,145,30694
FMC,크리넥스 3겹 순수 소프트 27m 30롤,503,20215
FMC,크리넥스 3겹 순수 소프트 27m 30롤 X 2,192,38784
FMC,크리넥스 3겹 울트라클린 27m 30롤,359,24501
FMC,크리넥스 3겹 울트라클린 27m 30롤 X 2,31,41084
FMC,크리넥스 3겹 울트라클린 27m 30롤 X 2백,21,41695
FMC,크리넥스 3겹 천연펄프 데코&소프트 와이드 화장지 35m 12롤,115,15955
FMC,크리넥스 3겹 천연펄프 데코&소프트 와이드 화장지 35m 12롤 (EA),108,12630
FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤,248,25998
FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤 (EA),20,18900
FMC,크리넥스 3겹 천연펄프 데코&소프트 화장지 27m 30롤 X 2,92,45178
FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 27m 12롤,147,16147
FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 27m 12롤 (EA),18,11200
FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 30m 30롤,41,35949
FMC,크리넥스 3겹 천연펄프 수프림소프트 화장지 30m 30롤 (EA),11,27500
FMC,크리넥스 3겹 천연펄프 순수소프트 더퓨어 27m-30롤 (EA),15,16900
FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤,108,24500
FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤 (EA),23,17800
FMC,크리넥스 3겹 천연펄프 순수소프트 화장지 27m 30롤 X 2,161,39887
FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤,125,25313
FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤 (EA),43,17910
FMC,크리넥스 3겹 천연펄프 울트라클린 화장지 27m 30롤 X 2,67,41998
FMC,크리넥스 3겹 클린케어 메가롤 50m-12롤 (EA),72,12045
FMC,크리넥스 3겹 클린케어 메가롤 50m-30롤 (EA),1,31000
FMC,크리넥스 3겹 클린케어 메가롤 50m-30롤 X 2,3,55800
FMC,크리넥스 + 스카트 세트,4,45400
FMC,크리넥스 + 스카트 세트(2),36,45400
FMC,크리넥스 KF80 메이브리즈 황사마스크 대형 20P,7,11600
FMC,크리넥스 KF80 황사용마스크 대형 2P (EA),13,12000
FMC,크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P,14,12900
FMC,크리넥스 KF94 데일리 방역 마스크 화이트 대형 17P (EA),4,11610
FMC,크리넥스 KF94 데일리방역마스크 블랙 대형 3P (EA),2,14850
FMC,크리넥스 KF94 방역용 마스크 베이직 대형 (1개입),360,9182
FMC,크리넥스 NEW 디럭스 미니_카카오 230매 X 6개입,746,12124
FMC,크리넥스 NEW 디럭스 미니_카카오 230매 X 6개입 (EA),60,8772
FMC,크리넥스 가습 촉촉 마스크 뉴 대형 2P,13,15000
FMC,크리넥스 가습 촉촉 마스크 뉴 대형 2P (EA),6,13500
FMC,크리넥스 가습촉촉 마스크 (2개입),47,9217
FMC,크리넥스 내추럴알로에로션 각티슈 150매 X 3개입,133,14065
FMC,크리넥스 내추럴알로에로션 각티슈 150매 X 3개입 (EA),11,11141
FMC,크리넥스 데일리 입체마스크 블랙 대형 20P,64,25988
FMC,크리넥스 데코앤소프트 클래식 27-30롤,739,25796
FMC,크리넥스 데코앤소프트 클래식 27-30롤 X 2,72,49872
FMC,크리넥스 도톰한 순수 3겹 35m-36롤,6,29517
FMC,크리넥스 디럭스 신수성 리미티드 250매X3개입,536,12300
FMC,크리넥스 마이비데 10매 x 3팩 (EA),17,4913
FMC,크리넥스 마이비데 46매 X 10팩,999,22577
FMC,크리넥스 마이비데 46매x8팩 + 용기,153,19800
FMC,크리넥스 마이비데 48매 X 9팩,2,17600
FMC,크리넥스 마이비데 for LADY 10매 X 2팩 (EA),17,2329
FMC,크리넥스 마이비데 for Lady 캡 42매 X 9팩,143,24364
FMC,크리넥스 마이비데 카카오프렌즈 포켓용 2매 X 30입 (EA),10,9801
FMC,크리넥스 마이비데 캡 64매 X 8팩,5,24840
FMC,크리넥스 마이비데 캡형 42매 X 9팩 카카오프렌즈,293,21116
FMC,크리넥스 마이비데 키즈 캡 42매 X 9팩,481,20835
FMC,크리넥스 마이비데 키즈 캡 42매 X 9팩 + 키즈용 화장지 3겹 27m 8롤,6,23910
FMC,크리넥스 마이비데 키즈 캡 60매 X 3팩 (EA),4,9360
FMC,크리넥스 메이브리즈 황사마스크 대형 (1개입),26,7192
FMC,크리넥스 메이브리즈 황사마스크 소형 (1개입),20,7810
FMC,크리넥스 메이브리즈 황사마스크 중형 (1개입),21,6914
FMC,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2,53,19758
FMC,크리넥스 버블버블 핸드워시 그린향 거품펌프형 250ml + 용기형리필 250ml X 2 (EA),20,13750
FMC,크리넥스 버블버블 핸드워시 그린향 용기 250ml + 리필 250ml x 2,3,15400
FMC,크리넥스 버블버블 핸드워시 그린향 용기 250ml + 용기형 리필 250ml x 2,191,18141
FMC,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2,80,21945
FMC,크리넥스 버블버블 핸드워시 상큼향 거품펌프형 250ml + 용기형리필 250ml X 2 (EA),21,13095
FMC,크리넥스 버블버블 핸드워시 상큼향 용기 250ml + 리필 250ml x 2,2,23100
FMC,크리넥스 버블버블 핸드워시 상큼향 용기 250ml + 용기형 리필 250ml x 2,180,23956
FMC,크리넥스 베이비 입체 마스크 (3개입),521,8112
FMC,크리넥스 보습에센스로션 150매X3개입,6,14800
FMC,크리넥스 보습에센스로션 미용티슈 150매X3개입,269,13122
FMC,크리넥스 보습에센스로션 미용티슈 150매X3개입 (EA),6,8433
FMC,크리넥스 비말차단용 스타일마스크 화이트 엠보 소형 3P (EA),280,14215
FMC,크리넥스 뽑아쓰는 키친타올 140매 X 4입,229,13607
FMC,크리넥스 뽑아쓰는 키친타월 140매 X 4입,384,16486
FMC,크리넥스 뽑아쓰는 키친타월 140매 X 4입 (EA),4,13320
FMC,크리넥스 뽑아쓰는 키친타월 펭수에디션 140매 X 4입,42,17024
FMC,크리넥스 뽑아쓰는 키친타월 펭수에디션 140매 X 4입 (EA),55,13827
FMC,크리넥스 수앤수 코튼클린 오리지널 캡형 88매 X 3,41,11071
FMC,크리넥스 수앤수 코튼클린 오리지널 캡형 88매 X 3 (EA),16,8775
FMC,크리넥스 수앤수 코튼클린 플러스 캡형 72매 X 3,24,9875
FMC,크리넥스 수앤수 코튼클린 플러스 캡형 72매 X 3 (EA),9,10400
FMC,크리넥스 수프림 소프트 27m 30롤,219,26500
FMC,크리넥스 순수 3겹 소프트 27m-30롤,1074,19343
FMC,크리넥스 순수 3겹 소프트 27m-30롤 X 2,271,41288
FMC,크리넥스 스타일 마스크 블랙 대형 3P,6,14500
FMC,크리넥스 스타일 마스크 블랙 대형 3P (EA),6,13500
FMC,크리넥스 스타일마스크 그레이 대형 3P,54,6602
FMC,크리넥스 스타일마스크 그레이 대형 3P (EA),8,13500
FMC,크리넥스 스타일마스크 네이비 대형 3P,30,7233
FMC,크리넥스 스타일마스크 버건디 대형 3P,11,10427
FMC,크리넥스 스타일마스크 블랙 대형 3P (EA),8,12825
FMC,크리넥스 스타일마스크 블랙 어린이용 3P,17,16235
FMC,크리넥스 스타일마스크 블랙 중형 3P,63,7922
FMC,크리넥스 스타일마스크 어린이용 블랙 3P (EA),82,13204
FMC,크리넥스 실크소프트 250매 X 3개입,44,13959
FMC,크리넥스 실크소프트 250매 X 3개입 (EA),60,11100
FMC,크리넥스 실크소프트 250매X3개입 + 60매(보너스),407,11964
FMC,크리넥스 안심 손소독제겔 250ml,125,12590
FMC,크리넥스 안심 손소독제겔 250ml (EA),3,7480
FMC,크리넥스 안심 슈퍼 프리미엄 파워 3겹 키친타올 55매 X 2롤,50,4345
FMC,크리넥스 안심 클래식 키친타올 120매 X 4롤,816,11153
FMC,크리넥스 안심 클래식 키친타올 140매 X 12롤,383,11546
FMC,크리넥스 안심 클래식 키친타월 140매 X 12롤,1029,13631
FMC,크리넥스 안심 클래식 키친타월 140매 X 12롤 (EA),188,11549
FMC,크리넥스 안심 키친타월 120매 X 4롤,93,6872
FMC,크리넥스 안심 키친타월 120매 X 4롤 (EA),67,5267
FMC,크리넥스 안심 프리미엄 3겹 키친타올 140매 X 4롤,108,10908
FMC,크리넥스 안심 프리미엄 3겹 키친타월 140매 X 4롤,384,11811
FMC,크리넥스 안심 프리미엄 3겹 키친타월 140매 X 4롤 (EA),56,8132
FMC,크리넥스 안심물티슈 포켓용 2매 X 30입 (EA),12,9653
FMC,크리넥스 여행용 호호바수딩로션 펭수 50매 (컬러랜덤발송) (EA),35,1003
FMC,크리넥스 여행용티슈 대한민국 70매 (랜덤발송) (EA),74,993
FMC,크리넥스 여행용티슈 대한민국 70매 X 8 (랜덤발송),8,0
FMC,크리넥스 여행용티슈 카카오프렌즈 70매 X 3개입,1179,3635
FMC,크리넥스 여행용티슈 카카오프렌즈 70매 X 3개입 (EA),90,2745
FMC,크리넥스 카카오 프렌즈 건강 마스크 어린이용 (5개입),142,7589
FMC,크리넥스 카카오 프렌즈 건강 마스크 어린이용 (5개입) (EA),21,10041
FMC,크리넥스 카카오 프렌즈 입체 마스크 성인용(3개입),52,7615
FMC,크리넥스 카카오 프렌즈 입체 마스크 어린이용 (3개입),205,8242
FMC,크리넥스 카카오 프렌즈 입체 마스크 어린이용 (3개입) (EA),97,10430
FMC,크리넥스 카카오 프렌즈 입체마스크 3D 베이비용 (3개입),3,12000
FMC,크리넥스 카카오 프렌즈 입체마스크 3D 어린이 (3개입),21,11771
FMC,크리넥스 카카오프렌즈 입체마스크 3D 성인용 3P,7,12000
FMC,크리넥스 카카오프렌즈 입체마스크 3D 성인용 3P (EA),1,10800
FMC,크리넥스 칼로리라이트 키친타월 55매 X 3롤,128,8016
FMC,크리넥스 칼로리라이트 키친타월 55매 X 3롤 (EA),15,6996
FMC,크리넥스 코편한 티슈 60매,81,4427
FMC,크리넥스 코편한티슈 60매,105,4505
FMC,크리넥스 코편한티슈 60매 (EA),20,4418
FMC,크리넥스 콧물전용 물티슈 20매,185,4186
FMC,크리넥스 콧물전용 물티슈 20매 (EA),13,2733
FMC,크리넥스 클래식 180매 X 8개입,635,13744
FMC,크리넥스 클래식 180매 X 8개입 (EA),80,10030
FMC,크리넥스 키즈용화장지 27m 8롤 + 마이비데 키즈캡 42매 x 4개,10,13770
FMC,크리넥스 프렌즈 버블핸드워시 그린향 200ml 리필,29,6362
FMC,크리넥스 프렌즈 버블핸드워시 그린향 250ml 용기,46,9450
FMC,크리넥스 프렌즈 버블핸드워시 상큼향 200ml 리필,76,6474
FMC,크리넥스 프렌즈 버블핸드워시 상큼향 250ml 용기,124,9653
FMC,크리넥스 프렌즈 버블핸드워시 스윗향 200ml 리필,29,7210
FMC,크리넥스 프렌즈 버블핸드워시 스윗향 250ml 용기,11,8018
FMC,크리넥스 호호바수딩로션 펭수 180매 X 3개입 (EA),7,8900
FMC,크리넥스 호호바수딩로션 펭수 180매 X 6개입 (EA),8,17000
FMC,크리넥스 황사마스크 뉴디자인플러스 대형 3P,209,11866
FMC,크리넥스 황사마스크 뉴디자인플러스 소형 3P,309,16037
FMC,크리넥스 황사용 마스크 플러스 대형10P,222,19871
FMC,크리넥스/스카트 세트,54,38100
FMC,크리넥스？키즈용？화장지？3겹？27m 8롤,450,8864
SKC,[2018년 신제품]그린핑거 인텐시브 투명 선밤 15g,10,19600
SKC,[2018년 신제품]그린핑거 퓨어 클렌징 워터 200ml,5,19642
SKC,[2020년 3월 신제품] 그린핑거 손 소독제 겔 350 ml,26,15166
SKC,[2020년 3월 신제품] 그린핑거 손 소독제 겔 350 ml (EA),6,13987
SKC,[2020년 3월 신제품] 그린핑거 자두야에디션 손 소독제 겔 350ml,20,17172
SKC,그린핑거 내추럴 수딩 젤로션100ml (애프터 선),14,6789
SKC,그린핑거 내추럴 수딩젤로션 100ml,49,11516
SKC,그린핑거 내추럴 수딩젤로션 100ml (EA),17,11414
SKC,그린핑거 내추럴 수딩젤로션 120ml,60,15470
SKC,그린핑거 내추럴 수딩젤로션 120ml (EA),8,9371
SKC,그린핑거 네이처메이드 베이비 로션 230ml,103,26117
SKC,그린핑거 네이처메이드 베이비 로션 230ml (EA),16,22050
SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml,322,22683
SKC,그린핑거 네이처메이드 베이비 샴푸&워시 230ml (EA),20,20750
SKC,그린핑거 네이처메이드 베이비 크림 95g,34,21012
SKC,그린핑거 네이처메이드 베이비 크림 95g (EA),2,18800
SKC,그린핑거 마이키즈 + 자두야에디션 세트,16,46410
SKC,그린핑거 마이키즈 + 힘센보습 세트,14,46740
SKC,그린핑거 마이키즈 거품샴푸 320ml,8,20680
SKC,그린핑거 마이키즈 거품워시 320ml,8,21150
SKC,그린핑거 마이키즈 로션 260ml,60,19564
SKC,그린핑거 마이키즈 로션 260ml (EA),3,14470
SKC,그린핑거 마이키즈 로션 260ml + 워시 320ml,16,35010
SKC,그린핑거 마이키즈 로션 330ml(대용량) + 워시 500ml(대용량),13,42300
SKC,그린핑거 마이키즈 로션 대용량 330ml,92,26127
SKC,그린핑거 마이키즈 로션 대용량 330ml (EA),33,9987
SKC,그린핑거 마이키즈 로션 프레쉬 320ml,6,28817
SKC,그린핑거 마이키즈 로션 프레쉬 대용량 1000ml,8,19900
SKC,그린핑거 마이키즈 로션프레쉬 1000ml,6,21667
SKC,그린핑거 마이키즈 샴푸 320ml,73,16276
SKC,그린핑거 마이키즈 샴푸 320ml (EA),3,10520
SKC,그린핑거 마이키즈 샴푸 320ml + 훼이셜솝 160ml,3,30040
SKC,그린핑거 마이키즈 샴푸 대용량 500ml,169,23964
SKC,그린핑거 마이키즈 샴푸 대용량 500ml (EA),7,22500
SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml,3,19900
SKC,그린핑거 마이키즈 샴푸 프레쉬 대용량 1000ml (EA),4,17900
SKC,그린핑거 마이키즈 세트,6,48980
SKC,그린핑거 마이키즈 얼굴로션 160ml,206,16529
SKC,그린핑거 마이키즈 얼굴로션 160ml (EA),1,10500
SKC,그린핑거 마이키즈 워시 320ml,44,17775
SKC,그린핑거 마이키즈 워시 320ml (EA),4,10520
SKC,그린핑거 마이키즈 워시 500ml(대용량) + 샴푸 500ml(대용량),117,45385
SKC,그린핑거 마이키즈 워시 대용량 500ml,186,27460
SKC,그린핑거 마이키즈 워시 대용량 500ml (EA),5,15750
SKC,그린핑거 마이키즈 워시 프레쉬 대용량 1000ml,8,22388
SKC,그린핑거 마이키즈 워시 프레쉬 대용량 1000ml (EA),6,17900
SKC,그린핑거 마이키즈 자두야에디션 로션 프레쉬 320ml,141,22002
SKC,그린핑거 마이키즈 자두야에디션 로션 프레쉬 320ml (EA),4,17288
SKC,그린핑거 마이키즈 자두야에디션 샴푸 프레쉬 320ml,182,16610
SKC,그린핑거 마이키즈 자두야에디션 샴푸 프레쉬 320ml (EA),5,10520
SKC,그린핑거 마이키즈 자두야에디션 워시 프레쉬 320ml,127,15869
SKC,그린핑거 마이키즈 자두야에디션 워시 프레쉬 320ml (EA),2,10520
SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(딸기향),28,8957
SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(사과향),17,8153
SKC,그린핑거 마이키즈 자두야에디션 촉촉 립밤(사과향) (EA),2,4620
SKC,그린핑거 마이키즈 자두야에디션 핸드워시 그린 300ml,33,17886
SKC,그린핑거 마이키즈 자두야에디션 핸드워시 스윗 300ml,33,14053
SKC,그린핑거 마이키즈 자두야에디션 핸드워시 프레쉬 300ml,104,19965
SKC,그린핑거 마이키즈 크림 200ml,15,22680
SKC,그린핑거 마이키즈 크림 200ml + 워시 320ml + 샴푸 320ml,6,48980
SKC,그린핑거 마이키즈 크림 200ml X 2,12,37800
SKC,그린핑거 마이키즈 크림 300ml,9,34611
SKC,그린핑거 마이키즈 크림 300ml (EA),3,15570
SKC,그린핑거 마이키즈 항균 핸드워시 거품형 350ml(대용량) + 리필 300ml,2,21710
SKC,그린핑거 마이키즈 항균 핸드워시 리필 300ml,5,5772
SKC,그린핑거 마이키즈 훼이셜솝 160ml,48,16250
SKC,그린핑거 마이키즈 훼이셜솝 160ml + 로션 330ml(대용량),9,34800
SKC,그린핑거 베이비 세라마이드 로션 180g,29,34034
SKC,그린핑거 베이비 세라마이드 미네랄 선팩트 15g,3,22000
SKC,그린핑거 베이비 세라마이드 미네랄팩트 리필 15g,1,24000
SKC,그린핑거 베이비 세라마이드 세트,17,56080
SKC,그린핑거 베이비 세라마이드 수딩젤 로션 100ml,137,10580
SKC,그린핑거 베이비 세라마이드 수딩젤 로션 100ml (EA),68,5446
SKC,그린핑거 베이비 세라마이드 수딩젤 로션 200ml,137,24569
SKC,그린핑거 베이비 세라마이드 워시 250ml,84,18645
SKC,그린핑거 베이비 세라마이드 워시 250ml + 세라마이드 크림 150g,10,53800
SKC,그린핑거 베이비 세라마이드 크림 150g,26,31050
SKC,그린핑거 베이비 세라마이드 크림 150g X 2,14,59800
SKC,그린핑거 베이비 세라마이드 훼이셜로션 80g,116,12930
SKC,그린핑거 세라마이드 미네랄 선로션 80ml,124,21036
SKC,그린핑거 세라마이드 미네랄 선로션 80ml (EA),13,8508
SKC,그린핑거 손 소독제 겔 30ml X 2입 (휴대용) (EA),2,24270
SKC,그린핑거 시그니처 물티슈 캡형 64매 x 6팩,584,13418
SKC,그린핑거 알로에베라 물티슈 캡형 64매 X 6팩,103,11438
SKC,그린핑거 야외놀이 선로션 80ml,16,20081
SKC,그린핑거 야외놀이 선로션 80ml (EA),21,13860
SKC,그린핑거 야외놀이 선크림 80ml,111,18149
SKC,그린핑거 야외놀이 선크림 80ml (EA),10,11550
SKC,그린핑거 야외놀이 선크림80ml X2 + 내추럴 수딩 젤로션100ml + 마이키즈 여행용 샘플(랜덤 1종),2,19900
